,article_name,country,revision_id,article_quality,population
32081,Maurice Gemayel,Lebanon,785437124,Stub,6.1
32082,Farid Elias Khazen,Lebanon,786589357,Start,6.1
32083,Yacoub Sarraf,Lebanon,786664492,Start,6.1
32084,Habib Sadek,Lebanon,787089801,Stub,6.1
32085,Abdelmajid Saleh,Lebanon,787389127,Stub,6.1
32086,Salim Bey Karam,Lebanon,787630675,Start,6.1
32087,Emile Rahme,Lebanon,787666226,Start,6.1
32088,Hassan Saab,Lebanon,787858443,Stub,6.1
32089,Walid Eido,Lebanon,788059498,C,6.1
32090,Yassine Jaber,Lebanon,788222239,Stub,6.1
32091,Hassan Sabeh,Lebanon,789222680,Stub,6.1
32092,Adnan Kassar,Lebanon,789446983,C,6.1
32093,Jean Obeid,Lebanon,789598235,Start,6.1
32094,Shafiq Badr,Lebanon,789598297,Stub,6.1
32095,Georges Corm,Lebanon,789598359,Stub,6.1
32096,Nayla Moawad,Lebanon,789665970,Start,6.1
32097,Mona Ofeich,Lebanon,789666124,Stub,6.1
32098,Bahia Hariri,Lebanon,789666153,Start,6.1
32099,Raya Haffar Al Hassan,Lebanon,789666190,Start,6.1
32100,Leila Al Solh,Lebanon,789666238,C,6.1
32101,Mounira Solh,Lebanon,789666293,C,6.1
32102,Kamal Jumblatt,Lebanon,789768325,B,6.1
32103,Fouad Jumblatt,Lebanon,790693822,Start,6.1
32104,Bassel Fleihan,Lebanon,790722226,C,6.1
32105,Abd al-Majid al-Rafei,Lebanon,790762894,Start,6.1
32106,Tony Frangieh,Lebanon,791899296,C,6.1
32107,Boutros Harb,Lebanon,792043702,C,6.1
32108,Antoun Saadeh,Lebanon,793606886,C,6.1
32109,Charles Rizk,Lebanon,793700795,Start,6.1
32110,Fadi Makki,Lebanon,793851414,Stub,6.1
32111,Tracy Chamoun,Lebanon,794337505,Start,6.1
32112,Nassib Lahoud,Lebanon,794762748,C,6.1
32113,Mohammad Safadi,Lebanon,794831822,GA,6.1
32114,Fadi Frem,Lebanon,794876730,Stub,6.1
32115,Nazira Jumblatt,Lebanon,796201108,Stub,6.1
32116,Anwar Khalil,Lebanon,796203603,Stub,6.1
32117,Antoine Ghanem,Lebanon,796982981,C,6.1
32118,Henri Helou,Lebanon,797179482,Start,6.1
32119,Naim Moghabghab,Lebanon,797233551,Stub,6.1
32120,Hassan Khaled,Lebanon,797404736,C,6.1
32121,Fouad Naffah,Lebanon,797675028,C,6.1
32122,Nayla Tueni,Lebanon,797699753,C,6.1
32123,Assem Jaber,Lebanon,798053034,Stub,6.1
32124,Khazen,Lebanon,798528704,B,6.1
32125,Ahmad Daouk,Lebanon,798644007,C,6.1
32126,Chadi Massaad,Lebanon,798889239,Start,6.1
32127,Jean Aziz,Lebanon,798911887,C,6.1
32128,Mohammad Hussein Fadlallah,Lebanon,799022883,GA,6.1
32129,Michel Georges Sassine,Lebanon,799813299,B,6.1
32130,Ali Ahmad Bazzi,Lebanon,799848809,Stub,6.1
32131,Raymond Baaklini,Lebanon,799892868,Stub,6.1
32132,Ahmed al-Asaad,Lebanon,800091517,Stub,6.1
32133,Michel Elefteriades,Lebanon,800264165,GA,6.1
32134,Douaihy,Lebanon,800389213,Start,6.1
32135,Michel Pharaon,Lebanon,800450971,Start,6.1
32136,Myrna Bustani,Lebanon,800787317,C,6.1
32137,Walid Jumblatt,Lebanon,801148299,C,6.1
32138,Elias Skaff,Lebanon,801380118,Start,6.1
32139,Dany Chamoun,Lebanon,801490587,C,6.1
32140,Lakhmids,Lebanon,801513518,C,6.1
32141,Hanna Atik,Lebanon,801559441,C,6.1
32142,Ali Qanso,Lebanon,801582957,Start,6.1
32143,Fouad Makhzoumi,Lebanon,801642532,Start,6.1
32144,Amal Abou Zeid,Lebanon,802373421,Start,6.1
32145,Shakib Arslan,Lebanon,802438100,Start,6.1
32146,Vahan Papazian,Lebanon,802438978,Start,6.1
32147,Auguste Adib Pacha,Lebanon,802440017,Start,6.1
32148,Abdallah Beyhum,Lebanon,802440033,Stub,6.1
32149,Khaled Chehab,Lebanon,802440043,Stub,6.1
32150,Émile Eddé,Lebanon,802440112,Stub,6.1
32151,Charles Debbas,Lebanon,802503702,Stub,6.1
32152,René Moawad,Lebanon,802504307,C,6.1
32153,Farès Boueiz,Lebanon,802795410,C,6.1
32154,Antoine Haddad,Lebanon,802863065,Start,6.1
32155,Emile Lahoud Jr.,Lebanon,804094659,Start,6.1
32156,Elie Hobeika,Lebanon,804169656,GA,6.1
32157,Bachir Gemayel,Lebanon,804350911,B,6.1
32158,Gebran Tueni,Lebanon,804959243,GA,6.1
32159,Riad Al Solh,Lebanon,804973842,GA,6.1
32160,George Hawi,Lebanon,805191927,C,6.1
32161,Ghassan Tueni,Lebanon,805441257,C,6.1
32162,Khaled Hadadi,Lebanon,805540730,Stub,6.1
32163,Ali Mekdad,Lebanon,805977824,Stub,6.1
32164,Rafic Hariri,Lebanon,805999195,B,6.1
32165,Sethrida Geagea,Lebanon,806182569,Start,6.1
32166,Amine Gemayel,Lebanon,806187054,C,6.1
32167,Mohamad Chatah,Lebanon,806200874,Start,6.1
32168,Asmar Asmar,Lebanon,806211507,Stub,6.1
32169,Solange Gemayel,Lebanon,806307389,Start,6.1
32170,Alfred Naqqache,Lebanon,806312913,Stub,6.1
32171,Avedis Guidanian,Lebanon,806632051,Start,6.1
32172,Chibli Mallat,Lebanon,806633592,C,6.1
32173,Michel Samaha,Lebanon,806665999,C,6.1
32174,Emile Bustani,Lebanon,806734758,Start,6.1
32175,Howayek,Lebanon,807138843,C,6.1
32176,Samir Geagea,Lebanon,807184239,C,6.1
32177,Shihab dynasty,Lebanon,807327481,FA,6.1
32178,Hadi Hobeich,Lebanon,807411388,Start,6.1
32179,Hagop Kassarjian,Lebanon,807433420,Stub,6.1
32180,Template:Armenia-mayor-stub,Armenia,530322698,Stub,3.0
32181,Template:Armenia-politician-stub,Armenia,530323140,Stub,3.0
32182,Template:Armenia-diplomat-stub,Armenia,530323678,Stub,3.0
32183,Armen Rustamyan,Armenia,671189093,Stub,3.0
32184,Martiros Sarukhanyan,Armenia,684660655,Stub,3.0
32185,Ohannes Tchekidjian,Armenia,703540064,Start,3.0
32186,Eduard Khurshudian,Armenia,710017092,Stub,3.0
32187,Ruben Tovmasyan,Armenia,710525392,Stub,3.0
32188,Nahapet Gevorgyan,Armenia,712111932,Stub,3.0
32189,Aram Manukyan,Armenia,712720531,Stub,3.0
32190,Aram Gaspar Sargsyan,Armenia,713106576,Stub,3.0
32191,Ashot Hovhannisyan,Armenia,713602938,Stub,3.0
32192,Alexander Bekzadyan,Armenia,713603939,Stub,3.0
32193,Vakram,Armenia,714438932,Stub,3.0
32194,Marat Aleksanian,Armenia,717999176,Stub,3.0
32195,Vahe Enfiajyan,Armenia,719051853,Stub,3.0
32196,Sergey Badalyan,Armenia,721638599,Stub,3.0
32197,Tigran Karapetyan,Armenia,722044684,Stub,3.0
32198,Sarkis Dkhrouni,Armenia,723600557,Stub,3.0
32199,Styopa Safaryan,Armenia,723912455,Stub,3.0
32200,Stepan Stepanian,Armenia,731877906,Stub,3.0
32201,Armen Martirosyan (Heritage),Armenia,733554641,Start,3.0
32202,Michael Papadjanian,Armenia,735558886,Stub,3.0
32203,Anatoly Mkrtchyan,Armenia,735758791,Stub,3.0
32204,Sargis Manasyan,Armenia,735785445,Stub,3.0
32205,Artashes Geghamyan,Armenia,735880423,Stub,3.0
32206,Vahagn Khachatryan,Armenia,735880464,Stub,3.0
32207,Robert Nazaryan,Armenia,735880649,Stub,3.0
32208,Shant Harutyunyan,Armenia,736748746,C,3.0
32209,Harutyun Chmshkyan,Armenia,738086291,Stub,3.0
32210,Arsham Khondkaryan,Armenia,738086333,Stub,3.0
32211,Mikael Atabekyan,Armenia,738086488,Stub,3.0
32212,Gevorg Ghazaryan (politician),Armenia,738086793,Stub,3.0
32213,Gevorg Melik-Karagyozyan,Armenia,738086838,Stub,3.0
32214,Tigran Bekzadyan,Armenia,740959008,Stub,3.0
32215,Samson Harutyunyan,Armenia,742130253,Stub,3.0
32216,Vahan Hovhannisyan,Armenia,743435898,Start,3.0
32217,Hakob Zavriev,Armenia,743436564,Stub,3.0
32218,Stepan Demirchyan,Armenia,743654952,Start,3.0
32219,Yuri Bakhshyan,Armenia,746566896,Stub,3.0
32220,Ruben Hovsepyan,Armenia,749956777,Stub,3.0
32221,Ashot Hovakimian,Armenia,751213324,Stub,3.0
32222,Vardan Ayvazyan,Armenia,751213946,Stub,3.0
32223,Anahit Bakhshyan,Armenia,751213999,Stub,3.0
32224,Arshak Jamalyan,Armenia,753166513,Stub,3.0
32225,Suren Khachatryan,Armenia,754591172,Start,3.0
32226,Ashot Navasardyan,Armenia,754821461,Stub,3.0
32227,Nerses Yeritsyan,Armenia,755080646,Start,3.0
32228,Sergo Karapetyan,Armenia,756438718,Stub,3.0
32229,Sarkis Assadourian,Armenia,756570983,Start,3.0
32230,Vagharshak Harutiunyan,Armenia,756695353,Start,3.0
32231,Artem Asatryan,Armenia,756697446,Start,3.0
32233,Gevorg Petrosyan (politician),Armenia,756697534,Start,3.0
32234,Ashot Yeghiazaryan,Armenia,756885234,Stub,3.0
32235,Gagik Beglaryan,Armenia,758732500,Start,3.0
32236,Vano Siradeghyan,Armenia,761000859,C,3.0
32237,Hovsep Arghutian,Armenia,761135606,Start,3.0
32238,Abraham Guloyan,Armenia,762121328,Stub,3.0
32239,Sirakan Tigranyan,Armenia,763112427,Stub,3.0
32240,Armen Gevorgyan,Armenia,763852889,Stub,3.0
32241,Ruben Mirzakhanyan,Armenia,765498471,Start,3.0
32242,Hayk Ovsepyan,Armenia,768330135,Start,3.0
32243,Armen Movsisyan,Armenia,768361596,Stub,3.0
32244,Sargis Hаmbardzumyan,Armenia,770524942,Stub,3.0
32245,Shavarsh Kocharyan,Armenia,770937366,Stub,3.0
32246,Harutiun Jangülian,Armenia,772208124,C,3.0
32247,Sergey Manassarian,Armenia,773091402,Start,3.0
32248,Askanaz Mravyan,Armenia,773245305,Stub,3.0
32249,Vazgen Manukyan,Armenia,774204451,Start,3.0
32250,Emil Gabrielian,Armenia,774377069,Start,3.0
32251,Felix Tsolakyan,Armenia,774602762,Stub,3.0
32252,Levon Zourabian,Armenia,776216336,Start,3.0
32253,Armen Smbatian,Armenia,779101347,Start,3.0
32254,Hamo Ohanjanyan,Armenia,779566180,Start,3.0
32255,Khachatur Karchikyan,Armenia,779982197,Stub,3.0
32256,Levon Ghulyan,Armenia,779982228,Stub,3.0
32257,Christophor Vermishyan,Armenia,779982275,Stub,3.0
32258,Sahak Torosyan,Armenia,779982297,Start,3.0
32259,Hovhannes Ter-Mikaelyan,Armenia,779982329,Stub,3.0
32260,Artashes Babalian,Armenia,779982400,Stub,3.0
32261,Sargis Araratyan,Armenia,779982421,Stub,3.0
32262,Hambardzum Terteryan,Armenia,779982452,Stub,3.0
32263,Yervand Zakharyan,Armenia,780500479,Start,3.0
32264,Liliam Kechichián,Armenia,780551771,Stub,3.0
32265,Alexander Khatisian,Armenia,783339002,Start,3.0
32266,Fadey Sargsyan,Armenia,785205277,Stub,3.0
32267,Artur Baghdasaryan,Armenia,786058343,Start,3.0
32268,Avetik Sahakyan,Armenia,786059038,Stub,3.0
32269,"Vahe Hakobyan (politician, born 1971)",Armenia,786714913,Stub,3.0
32270,Karapet Rubinyan,Armenia,787336697,Start,3.0
32271,Hranush Hakobyan,Armenia,787988006,Stub,3.0
32272,Karine Kazinian,Armenia,787988587,Stub,3.0
32273,Hermine Naghdalyan,Armenia,787988644,Start,3.0
32274,Sargis Lukashin,Armenia,788080681,Stub,3.0
32275,Semyon Bagdasarov,Armenia,788128900,Stub,3.0
32276,Albert Bazeyan,Armenia,788186587,Start,3.0
32277,Vahan Minakhoryan,Armenia,788878518,Start,3.0
32278,Khosrov Harutyunyan,Armenia,788941925,Stub,3.0
32279,Armen Sarkissian,Armenia,788941967,Start,3.0
32280,Aram Achekbashian,Armenia,789016925,Stub,3.0
32281,Zaruhi Postanjyan,Armenia,789041754,Start,3.0
32282,Garo Paylan,Armenia,789313167,C,3.0
32283,Patrick Devedjian,Armenia,789326146,C,3.0
32284,Samvel Nikoyan,Armenia,789469379,Stub,3.0
32285,Selina Özuzun Doğan,Armenia,789653978,Start,3.0
32286,Armen Martirosyan (politician),Armenia,789737548,Stub,3.0
32287,Ara Babloyan,Armenia,790410389,Start,3.0
32288,Armen Darbinyan,Armenia,790410544,Stub,3.0
32289,Hrayr Karapetyan,Armenia,790410710,Start,3.0
32290,Tigran Torosyan,Armenia,790410737,Stub,3.0
32291,Nikol Pashinyan,Armenia,790556865,C,3.0
32292,Vagarshak Ter-Vaganyan,Armenia,791319812,Start,3.0
32293,Eduard Nalbandyan,Armenia,791733725,Start,3.0
32294,Rita Sargsyan,Armenia,791908393,Stub,3.0
32295,Robert Beglarian,Armenia,792289455,Start,3.0
32296,Levon Davidian,Armenia,792301034,Stub,3.0
32297,Marios Garoyian,Armenia,794217088,Start,3.0
32298,Steven Derounian,Armenia,794590298,Start,3.0
32299,Arturo Sarukhán,Armenia,794975809,C,3.0
32300,Eduard Sharmazanov,Armenia,795435043,Stub,3.0
32301,Mariam Vardanian,Armenia,795646292,Stub,3.0
32302,Karen Demirchyan,Armenia,795946006,C,3.0
32303,Davit Harutyunyan,Armenia,796341229,Stub,3.0
32304,Abraham Gyulkhandanyan,Armenia,796403217,Stub,3.0
32305,Artashes Enfiajyan,Armenia,796407368,Stub,3.0
32306,Harout Chitilian,Armenia,796662869,C,3.0
32307,Aram Grigoryan,Armenia,796744049,Stub,3.0
32308,Vahram Atanesyan,Armenia,796744469,Stub,3.0
32309,David Babayan,Armenia,796744473,Start,3.0
32310,Samvel Babayan,Armenia,796744476,C,3.0
32311,Vitaly Balasanyan,Armenia,796744479,C,3.0
32312,Romela Dadayan,Armenia,796744489,Stub,3.0
32313,Ashot Ghulian,Armenia,796744491,Start,3.0
32314,Rudik Hyusnunts,Armenia,796744494,Stub,3.0
32315,Hovik Jivanyan,Armenia,796744496,Stub,3.0
32316,Gagik Petrosyan,Armenia,796744525,Stub,3.0
32317,Arthur Tovmasyan,Armenia,796744547,Stub,3.0
32318,Vardges Ulubabyan,Armenia,796744550,Stub,3.0
32319,Anushavan Danielyan,Armenia,796744572,Stub,3.0
32320,Oleg Yesayan,Armenia,796744587,Stub,3.0
32321,Bella Kocharyan,Armenia,796759399,Stub,3.0
32322,Suren Shadunts,Armenia,797274423,Start,3.0
32323,Hrant Markarian,Armenia,797605997,Stub,3.0
32324,Aram Sargsyan,Armenia,797641017,Stub,3.0
32325,Edmon Marukyan,Armenia,797644864,C,3.0
32326,Galust Sahakyan,Armenia,797677729,Start,3.0
32327,Alexander Yenikomshian,Armenia,797912399,Start,3.0
32328,George Deukmejian,Armenia,798815024,C,3.0
32329,Paruyr Hayrikyan,Armenia,799145254,C,3.0
32330,Serzh Sargsyan,Armenia,800119690,GA,3.0
32331,Genrikh Poghosyan,Armenia,800413624,Start,3.0
32332,Boris Kevorkov,Armenia,800413661,Start,3.0
32333,Yakov Zarobyan,Armenia,800421787,Stub,3.0
32334,Vazgen Sargsyan,Armenia,801096995,FA,3.0
32335,Sahak Karapetyan,Armenia,801128093,Stub,3.0
32336,Drastamat Kanayan,Armenia,801264733,C,3.0
32337,Diana Abgar,Armenia,801668844,C,3.0
32338,Artashes Abeghyan,Armenia,801690075,Stub,3.0
32339,Gegham Gharibjanian,Armenia,801940358,C,3.0
32340,Grigory Arutyunov,Armenia,802013885,Stub,3.0
32341,Vladik Khachatryan,Armenia,802245798,Stub,3.0
32342,Daniel-Bek of Sassun,Armenia,802438576,Start,3.0
32343,Parunak Ferukhan,Armenia,802438639,Stub,3.0
32344,Khachatur-Bek of Mush,Armenia,802438821,Stub,3.0
32345,Khachatur Malumian,Armenia,802438853,Start,3.0
32346,Paul Paul,Armenia,802438999,Start,3.0
32347,Nahapet Rusinian,Armenia,802439023,Start,3.0
32348,Servitchen,Armenia,802439049,Stub,3.0
32349,Gegham Ter-Karapetian,Armenia,802439147,Stub,3.0
32350,Berç Türker Keresteciyan,Armenia,802439184,C,3.0
32351,Kegham Vanigian,Armenia,802439194,Start,3.0
32352,Kasbar Sinabian,Armenia,802444447,Stub,3.0
32353,Krikor Odian,Armenia,802445319,Stub,3.0
32354,Mekertich Portukalian,Armenia,802446438,Stub,3.0
32355,Vartkes Serengülian,Armenia,802446447,Stub,3.0
32356,Krikor Zohrab,Armenia,802446482,C,3.0
32357,President of the National Assembly of Artsakh,Armenia,802613515,Stub,3.0
32358,Serop Zakaryan,Armenia,802645697,Stub,3.0
32359,Arpine Hovhannisyan,Armenia,802653928,Start,3.0
32360,Karen Mirzoyan,Armenia,802684417,Start,3.0
32361,Anastas Mikoyan,Armenia,802890032,FA,3.0
32362,Zohrab Mnatsakanian,Armenia,803219693,Stub,3.0
32363,Gabriel Noradunkyan,Armenia,804580633,C,3.0
32364,Katcho Achadjian,Armenia,805192175,C,3.0
32365,Garegin Nzhdeh,Armenia,805661031,C,3.0
32366,Tigranes the Great,Armenia,805927583,GA,3.0
32367,Karen Karapetyan,Armenia,806141853,Start,3.0
32368,Anton Kochinyan,Armenia,806200950,Stub,3.0
32369,Levon Ter-Petrosyan,Armenia,806221302,C,3.0
32370,Ruben Darbinyan,Armenia,806295038,Start,3.0
32371,Vigen Sargsyan,Armenia,806365455,Start,3.0
32372,Artur Mkrtchyan,Armenia,806492485,Stub,3.0
32373,Andrias Ghukasyan,Armenia,806668156,Start,3.0
32374,Varujan Vosganian,Armenia,806688665,C,3.0
32375,Robert Kocharyan,Armenia,806697885,GA,3.0
32376,Grigor Jaghetyan,Armenia,806802720,Stub,3.0
32377,Adrin Nazarian,Armenia,807020973,C,3.0
32378,Georgi Petrosian,Armenia,807125089,Stub,3.0
32379,Template:Taiwan-mayor-stub,Taiwan,530544520,Stub,23.6
32380,Template:Taiwan-politician-stub,Taiwan,567181489,Stub,23.6
32381,Template:Taiwan-diplomat-stub,Taiwan,615935504,Stub,23.6
32382,President of Taiwan,Taiwan,686619225,Stub,23.6
32383,Timothy Ting,Taiwan,701014752,Start,23.6
32384,Huang Shujing,Taiwan,707047538,Stub,23.6
32385,Cheng Li-wen,Taiwan,710095591,Stub,23.6
32386,Chen Po-chih,Taiwan,711596369,Stub,23.6
32387,Chiu Yi,Taiwan,717512990,Stub,23.6
32388,Chang Pei-chih,Taiwan,722965184,Stub,23.6
32389,Hsueh Ling,Taiwan,723280242,Stub,23.6
32390,Chang Fan,Taiwan,724109005,Start,23.6
32391,Lee I-yang,Taiwan,724861210,Stub,23.6
32392,Jiang Fucong,Taiwan,729319133,Start,23.6
32393,Lin Hung-chih,Taiwan,736664820,Stub,23.6
32394,Teng Tsu-lin,Taiwan,737512327,Stub,23.6
32395,Chen Ting-fei,Taiwan,737991531,Stub,23.6
32396,Huang Kuo-chung,Taiwan,743302784,Stub,23.6
32397,Yang Kuo-chiang,Taiwan,746071945,Start,23.6
32398,Hou Chong-wen,Taiwan,748482058,Stub,23.6
32399,Chih-Peng Huang,Taiwan,750880781,Stub,23.6
32400,Yang Chiung-ying,Taiwan,751062013,Stub,23.6
32401,Yuan Tze-yu,Taiwan,752820880,Stub,23.6
32402,Hsu Ming-tsai,Taiwan,752841804,Start,23.6
32403,Chen Kuei-miao,Taiwan,752841817,Stub,23.6
32404,Tien Chiu-chin,Taiwan,753094173,Stub,23.6
32405,Chang Tien-chin,Taiwan,753258632,Stub,23.6
32406,Chen Ching-tsai,Taiwan,753260303,Stub,23.6
32407,Wang Lan,Taiwan,753487535,Stub,23.6
32408,Wang Yu-yun,Taiwan,753825787,Start,23.6
32409,Yang Chin-hu,Taiwan,753826118,Stub,23.6
32410,Ding Kung-wha,Taiwan,754029084,Stub,23.6
32411,Tibusungu 'e Vayayana,Taiwan,754083908,Stub,23.6
32412,Hwang Yea-baang,Taiwan,754149320,Stub,23.6
32413,Kuan Chung-ming,Taiwan,754156257,Start,23.6
32414,Lin Chu-chia,Taiwan,754578308,Start,23.6
32415,Howard S.H. Shyr,Taiwan,754949664,Start,23.6
32416,Su Chun-jung,Taiwan,754951326,Stub,23.6
32417,Sun Ta-chuan,Taiwan,754953077,Stub,23.6
32418,Irving H.C. Tai,Taiwan,755144385,Stub,23.6
32419,Tseng Shu-cheng,Taiwan,755518156,Stub,23.6
32420,Wang Chung-yi,Taiwan,755817794,Stub,23.6
32421,Tsai Huei-min,Taiwan,755819084,Stub,23.6
32422,Teng Min-chih,Taiwan,755819501,Stub,23.6
32423,Sun Te-hsiung,Taiwan,755821632,Stub,23.6
32424,Shih Hui-fen,Taiwan,755832476,Stub,23.6
32425,Luh Dun-jin,Taiwan,755969114,Stub,23.6
32426,Lu Kuo-hua,Taiwan,755969184,Stub,23.6
32427,Liu Yu-you,Taiwan,755969322,Stub,23.6
32428,Liu I-chou,Taiwan,755969854,Stub,23.6
32429,Chen Jinn-lih,Taiwan,755982724,Stub,23.6
32430,Lin Chiang-yi,Taiwan,755995691,Start,23.6
32431,Lee Han-shen,Taiwan,755996543,Stub,23.6
32432,Kao Koong-lian,Taiwan,756000507,C,23.6
32433,Kao Fu-yao,Taiwan,756001155,Stub,23.6
32434,Huang Kuang-nan,Taiwan,756290028,Stub,23.6
32435,Hsin Shih-chang,Taiwan,756290510,Start,23.6
32436,Michael Gau,Taiwan,756309411,Stub,23.6
32437,Joyce Feng,Taiwan,756309604,Stub,23.6
32438,Chu Tzer-ming,Taiwan,756310596,Stub,23.6
32439,Chou Yuan-chin,Taiwan,756310874,Stub,23.6
32440,Cheng Chang-hsiung,Taiwan,756465347,Stub,23.6
32441,Chen Shi-shuenn,Taiwan,756465664,Stub,23.6
32442,Lin Hsin-i,Taiwan,756605638,Stub,23.6
32443,Paul Chiu,Taiwan,756606361,Stub,23.6
32444,Wu Mei-hung,Taiwan,756732391,Start,23.6
32445,Yan Jeou-rong,Taiwan,756897093,Stub,23.6
32446,Wu Yu-jen,Taiwan,756998766,Stub,23.6
32447,Huang Fu-yuan,Taiwan,757254035,Stub,23.6
32448,Yen Chiu-lai,Taiwan,757353921,Start,23.6
32449,Shirley Kuo,Taiwan,757402450,Stub,23.6
32450,Ho Mei-yueh,Taiwan,757563196,Stub,23.6
32451,Kao Su-po,Taiwan,758060701,Stub,23.6
32452,Sung Yu-hsieh,Taiwan,758394764,Stub,23.6
32453,Cheng Jei-cheng,Taiwan,758682356,Stub,23.6
32454,Chen Shu-hui,Taiwan,759304620,Stub,23.6
32455,Wu Ching-ji,Taiwan,759355849,Stub,23.6
32456,Shea Jia-dong,Taiwan,759614202,Stub,23.6
32457,Lee Sush-der,Taiwan,759614813,Stub,23.6
32458,Ho Chih-chin,Taiwan,759664380,Start,23.6
32459,Kao Shien-quey,Taiwan,759762778,Stub,23.6
32460,Liao Liou-yi,Taiwan,760963711,Stub,23.6
32461,Lin Fong-cheng,Taiwan,760970380,Start,23.6
32462,Liao Cheng-hao,Taiwan,760987606,Stub,23.6
32463,Wu Chen-huan,Taiwan,761025180,Stub,23.6
32464,James C. F. Huang,Taiwan,761074170,Start,23.6
32465,Pan Men-an,Taiwan,761141148,Start,23.6
32466,Meng Fan-chao,Taiwan,761180310,Stub,23.6
32467,Yang Chiu-hsing,Taiwan,761182163,Start,23.6
32468,Lee Yi-ting,Taiwan,761349682,Stub,23.6
32469,Hsueh Hsiang-chuan,Taiwan,761425305,Stub,23.6
32470,Tang Bi-a,Taiwan,761461328,Stub,23.6
32471,Wu Ying-yih,Taiwan,761475154,Stub,23.6
32472,Chen Jian-yu,Taiwan,761534819,Stub,23.6
32473,Tsai Duei,Taiwan,761547293,Stub,23.6
32474,Chan I-hua,Taiwan,763640975,Stub,23.6
32475,Chang Chuan-tien,Taiwan,763800605,Stub,23.6
32476,Chen Chao-min,Taiwan,763939836,Stub,23.6
32477,Chung Wan-mei,Taiwan,764832548,Stub,23.6
32478,Wu Tsung-tsong,Taiwan,765234214,Stub,23.6
32479,Lee Tien-yu,Taiwan,765267997,Stub,23.6
32480,Ervin Yen,Taiwan,765711929,Start,23.6
32481,Lin Shu-fen,Taiwan,766751652,Stub,23.6
32482,List of leaders of the Republic of China,Taiwan,767691746,B,23.6
32483,Chang Nien-chung,Taiwan,767821966,Stub,23.6
32484,Yu Kuo-hwa,Taiwan,767876161,Start,23.6
32485,Shih Su-mei,Taiwan,767969965,Stub,23.6
32486,Chen Ta-ching,Taiwan,768067018,Stub,23.6
32487,Huang Chieh,Taiwan,768068754,Stub,23.6
32488,Lee Jye,Taiwan,768168369,Stub,23.6
32489,Tsai Chuen-horng,Taiwan,768879764,Stub,23.6
32490,You Ching,Taiwan,768991544,Stub,23.6
32491,Hung Chi-chang,Taiwan,769063141,Start,23.6
32492,Ho Hsin-chun,Taiwan,769078013,Stub,23.6
32493,Lee Shu-chuan,Taiwan,769235159,Start,23.6
32494,Schive Chi,Taiwan,769729119,Stub,23.6
32495,Wu Rong-i,Taiwan,769905668,Stub,23.6
32496,Lee Chiao-ju,Taiwan,770069285,C,23.6
32497,Lee Chu-feng,Taiwan,770375158,Stub,23.6
32498,Wu Cherng-dean,Taiwan,771110811,Stub,23.6
32499,Liu Ching-chung,Taiwan,771212119,Start,23.6
32500,Tang Yao-ming,Taiwan,771212300,Stub,23.6
32501,List of female cabinet ministers of Taiwan,Taiwan,771304546,Start,23.6
32502,Liu Yuh-san,Taiwan,772390602,Stub,23.6
32503,Yeh Hsien-hsiu,Taiwan,772444660,Stub,23.6
32504,Wu Nai-ren,Taiwan,773391053,Stub,23.6
32505,Chen Chi-chuan,Taiwan,773449118,Stub,23.6
32506,Chan Ting-I,Taiwan,773769535,Stub,23.6
32507,George Huang (politician),Taiwan,773944795,Stub,23.6
32508,Wang Ginn-wang,Taiwan,774075954,Start,23.6
32509,Rosalia Wu,Taiwan,774076129,Start,23.6
32510,Hsu Chih-chieh,Taiwan,774128815,Stub,23.6
32511,Shih Chih-ming,Taiwan,774497630,Stub,23.6
32512,Toshiko Hamayotsu,Taiwan,775794931,Stub,23.6
32513,Wu Shih-wen,Taiwan,775942894,Stub,23.6
32514,Chiu Chuang-huan,Taiwan,775971139,Stub,23.6
32515,Ho Pei-shan,Taiwan,776053649,Stub,23.6
32516,Chang Feng-hsu,Taiwan,776173874,Stub,23.6
32517,Lee Chin-yung,Taiwan,776355501,Start,23.6
32518,Su Chih-fen,Taiwan,776355857,Start,23.6
32519,James Tsai,Taiwan,776365041,Start,23.6
32520,Hsu Shih-hsien,Taiwan,776854054,Stub,23.6
32521,Hung Tzu-yung,Taiwan,776943964,Start,23.6
32522,Cheng Wen-tsan,Taiwan,777430049,Start,23.6
32523,Lin Chih-chien,Taiwan,777431164,Stub,23.6
32524,Lin Yu-chang,Taiwan,777431415,Stub,23.6
32525,Huang Chao-shun,Taiwan,778111181,Start,23.6
32526,Chang Show-foong,Taiwan,778153663,Start,23.6
32527,Hollington Tong,Taiwan,778869784,Stub,23.6
32528,Ko Tun-hwa,Taiwan,779138710,Stub,23.6
32529,Liu Shyh-fang,Taiwan,779176599,Stub,23.6
32530,Chen Cheng-jia,Taiwan,779329769,Stub,23.6
32531,Chiang Chung-ling,Taiwan,779329843,Stub,23.6
32532,Kao Yang-sheng,Taiwan,779330021,Stub,23.6
32533,Kuo Ting-tsai,Taiwan,779330048,Stub,23.6
32534,Yan Hong-sen,Taiwan,779330463,Stub,23.6
32535,Josephine Chu,Taiwan,779481542,Start,23.6
32536,Yu Mei-nu,Taiwan,779481573,Start,23.6
32537,Lisa Huang,Taiwan,779489210,C,23.6
32538,Chen Shi-chang,Taiwan,779721834,Stub,23.6
32539,Lin Cheng-yi (politician),Taiwan,779817489,Stub,23.6
