,article_name,country,revision_id,article_quality,population
13388,Abdallah Mazandarani,Iran,795218982,Start,81.6
13389,Zahra Ahmadipour,Iran,795324226,Stub,81.6
13390,Council for Spreading Mahmoud Ahmadinejad's Thoughts,Iran,795341053,Stub,81.6
13391,Mohammad Dadkan,Iran,795363773,C,81.6
13392,Ghorbanali Dorri-Najafabadi,Iran,795466171,Start,81.6
13393,Nizam al-Mulk,Iran,795580039,C,81.6
13394,Mohammad Ali Hosseini,Iran,795690800,Stub,81.6
13395,Hassan Ghashghavi,Iran,795693604,Stub,81.6
13396,Mohammad-Hassan Aboutorabi Fard,Iran,795694318,Stub,81.6
13397,Shahabedin Sadr,Iran,795694420,Stub,81.6
13398,Reza Hekmat,Iran,795696013,Stub,81.6
13399,Ali Movahedi-Kermani,Iran,795698474,Start,81.6
13400,Asghar Dirbaz,Iran,795826941,Stub,81.6
13401,Mohammad-Reza Ashtiani Araghi,Iran,796099678,Stub,81.6
13402,Ebrahim Azizi,Iran,796189872,Stub,81.6
13403,Elias Hazrati,Iran,796189991,Start,81.6
13404,Hossein Marashi,Iran,796226486,Start,81.6
13405,Ali Mohammad Noorian,Iran,796229158,Stub,81.6
13406,Sakineh Almasi,Iran,796290610,Stub,81.6
13407,Reza Salehi Amiri,Iran,796358607,Stub,81.6
13408,Mohammad Shariatmadari,Iran,796366243,C,81.6
13409,Ahmad Motamedi,Iran,796367746,Stub,81.6
13410,Aide to the President of Iran,Iran,796368177,Stub,81.6
13411,Presidential Administration of Iran,Iran,796390016,Start,81.6
13412,Mohammad Farhadi,Iran,796394687,Stub,81.6
13413,Template:Hassan Rouhani,Iran,796409898,Stub,81.6
13414,2007 Gasoline Rationing Plan in Iran,Iran,796518216,C,81.6
13415,Arash Hosseini Milani,Iran,796559611,Stub,81.6
13416,Ali E'ta,Iran,796559754,Stub,81.6
13417,Mohammad Salari,Iran,796560093,Stub,81.6
13418,Elham Fakhari,Iran,796560282,Stub,81.6
13419,Mohammad Alikhani (politician),Iran,796560284,Stub,81.6
13420,Mohammad Mehdi Mofatteh,Iran,796561883,Stub,81.6
13421,Abbas Jadidi,Iran,796561907,Start,81.6
13422,Mohsen Sorkhou,Iran,796561944,Stub,81.6
13423,Ahmad Hakimipour,Iran,796562123,Stub,81.6
13424,Gholamreza Ansari,Iran,796562136,Stub,81.6
13425,Rasoul Khadem,Iran,796562806,Start,81.6
13426,Jamileh Kadivar,Iran,796563167,Stub,81.6
13427,Davoud Soleymani,Iran,796563744,Stub,81.6
13428,Mohammad Gharazi,Iran,796563803,Start,81.6
13429,Mahmoud Mohammadi (diplomat),Iran,796604310,Stub,81.6
13430,Ali Fallahian,Iran,796605942,C,81.6
13431,Amir Abedini,Iran,796606683,Stub,81.6
13432,Ali Akbar Velayati,Iran,796607480,C,81.6
13433,Gholam Reza Aghazadeh,Iran,796682433,Start,81.6
13434,Ali Saeedlou,Iran,796688723,Start,81.6
13435,Ahmad Shirzad,Iran,796696047,Stub,81.6
13436,Reza Rahmani,Iran,796738430,Stub,81.6
13437,Template:Mahmoud Ahmadinejad,Iran,796742005,Stub,81.6
13438,Mohammad Mojabi,Iran,796766721,Stub,81.6
13439,Shahrbanoo Amani,Iran,796822743,Stub,81.6
13440,Mohammad-Javad Haghshenas,Iran,796822748,Stub,81.6
13441,Mahmoud Mirlohi,Iran,796822867,Stub,81.6
13442,Mahnoosh Motamedi Azari,Iran,796831400,Stub,81.6
13443,Masoumeh Abad,Iran,796832507,Start,81.6
13444,Alireza Dabir,Iran,796832558,Start,81.6
13445,Shahram Dabiri Oskuei,Iran,796837798,Start,81.6
13446,Abdolreza Rahmani Fazli,Iran,796845826,C,81.6
13447,Mohammad Reza Badamchi,Iran,796847087,Stub,81.6
13448,Gholam Ali Jafarzadeh,Iran,796868744,Stub,81.6
13449,Lotfollah Meisami,Iran,796871607,Start,81.6
13450,Hassan Bayadi,Iran,796875190,Stub,81.6
13451,Seyyed Ebrahim Amini,Iran,796878903,Stub,81.6
13452,Khosro Daneshjou,Iran,796882635,Stub,81.6
13453,Mojtaba Shakeri,Iran,796885078,Stub,81.6
13454,Mohammad Atrianfar,Iran,796887256,Start,81.6
13455,Rahmatollah Khosravi,Iran,796887475,Stub,81.6
13456,Abbas Duzduzani,Iran,796887565,Start,81.6
13457,Saeid Daghighi,Iran,796888006,Start,81.6
13458,Shakur Akbarnejad,Iran,796888070,Stub,81.6
13459,Hadi Bahadori,Iran,796888865,Stub,81.6
13460,Ahmad Amirabadi,Iran,796889334,Start,81.6
13461,Advisor to the President of Iran,Iran,796899599,Start,81.6
13462,Mohammad Esmaeil Saeidi,Iran,796902001,Stub,81.6
13463,Shahabaddin Bimeghdar,Iran,796902302,Stub,81.6
13464,Mohammad Hossein Farhanghi,Iran,796902704,Stub,81.6
13465,Zahra Saei,Iran,796903407,Start,81.6
13466,Jamshid Ansari,Iran,796903652,Stub,81.6
13467,Mohammad Esmaeili,Iran,796904327,Stub,81.6
13468,Mohsen Alimardani,Iran,796904341,Stub,81.6
13469,Kamaladdin Pirmoazzen,Iran,796905880,Stub,81.6
13470,Mostafa Afzalifard,Iran,796906106,Stub,81.6
13471,Reza Karimi (politician),Iran,796906801,Stub,81.6
13472,Sodeif Badri,Iran,796907614,Stub,81.6
13473,Mohammad Feyzi,Iran,796907877,Stub,81.6
13474,"Akbar Hashemi Rafsanjani presidential campaign, 2013",Iran,796931365,C,81.6
13475,Hossein Fardoust,Iran,796937454,C,81.6
13476,Ali Akbar Mohtashamipur,Iran,796945117,C,81.6
13477,Sadollah Nasiri Gheydari,Iran,796990295,Start,81.6
13478,Arash Miresmaeili,Iran,796997794,C,81.6
13479,Azadeh Shafiq,Iran,797021302,Start,81.6
13480,Abdolvahed Mousavi Lari,Iran,797027368,Stub,81.6
13481,Elaheh Rastgou,Iran,797076595,C,81.6
13482,Ali Saberi,Iran,797084475,Stub,81.6
13483,Ali Soufi,Iran,797084602,Stub,81.6
13484,Abdollah Javadi-Amoli,Iran,797217235,C,81.6
13485,Haj Ali Razmara,Iran,797241192,C,81.6
13486,Fatemeh Rakeei,Iran,797265561,Stub,81.6
13487,Zahra Nejadbahram,Iran,797267764,Stub,81.6
13488,Abulhassan Navab,Iran,797288875,Stub,81.6
13489,Controversies of Mahmoud Ahmadinejad,Iran,797289765,C,81.6
13490,List of female members of the Islamic Consultative Assembly,Iran,797372983,Start,81.6
13491,Alireza Monadi,Iran,797394304,Stub,81.6
13492,Mahmoud Abbaszadeh Meshkini,Iran,797394313,Stub,81.6
13493,Hassan Sobhani,Iran,797394384,Start,81.6
13494,Ghasem Sholeh-Saadi,Iran,797394412,Stub,81.6
13495,Ali Akbar Javanfekr,Iran,797394636,Start,81.6
13496,Effat Marashi,Iran,797418650,Stub,81.6
13497,Fakhrossadat Mohtashamipour,Iran,797464630,Stub,81.6
13498,Fatemeh Bodaghi,Iran,797468673,Stub,81.6
13499,Fatemeh Hashemi Rafsanjani,Iran,797468681,Stub,81.6
13500,Maryam Mojtahedzadeh,Iran,797497426,Stub,81.6
13501,Zahra Shojaei,Iran,797497721,Start,81.6
13502,Zohreh Tabibzadeh-Nouri,Iran,797497956,Stub,81.6
13503,List of female members of the Cabinet of Iran,Iran,797499103,Start,81.6
13504,Mojtaba Samareh Hashemi,Iran,797508479,Start,81.6
13505,Ali Larijani,Iran,797556144,C,81.6
13506,Imam-Quli Khan,Iran,797583203,C,81.6
13507,World Against Violence and Extremism,Iran,797624191,Stub,81.6
13508,Ali Banaei,Iran,797626840,Start,81.6
13509,Ali-Akbar Zargham,Iran,797626982,Start,81.6
13510,To the Youth in Western Countries,Iran,797664923,Start,81.6
13511,Bibi Maryam Bakhtiari,Iran,797670807,Start,81.6
13512,Qasem Ravanbakhsh,Iran,797706952,Start,81.6
13513,Seyyed Abdollah Behbahani,Iran,797707401,C,81.6
13514,Seyyed Mehdi Hashemi,Iran,797707434,Stub,81.6
13515,Mohammad Haghani,Iran,797727481,Stub,81.6
13516,Hadi Khamenei,Iran,797801463,C,81.6
13517,Hasan Nazih,Iran,797818926,C,81.6
13518,Hassan Ghafourifard,Iran,797819358,Start,81.6
13519,Morteza Zarringol,Iran,797856454,Stub,81.6
13520,Hojjat Nazari,Iran,797860336,Stub,81.6
13521,Saeed Jalili,Iran,797875585,C,81.6
13522,Amir Hossein Jahanshahi,Iran,797902368,C,81.6
13523,Kazem Jalali,Iran,797907122,Stub,81.6
13524,Ahmad Tavakkoli,Iran,797907342,C,81.6
13525,Rostam Ghasemi,Iran,797912618,Start,81.6
13526,Manutchehr Salimi,Iran,797960934,Stub,81.6
13527,Alireza Avayi,Iran,797965986,Stub,81.6
13528,Hasan Ali Khan Garroosy,Iran,798045778,Stub,81.6
13529,Hassan Emami,Iran,798067275,Start,81.6
13530,Abdullah Moazzami,Iran,798067329,Stub,81.6
13531,Hossein Pirnia,Iran,798067415,Stub,81.6
13532,Esmail Momtaz od-Dowleh,Iran,798067443,Stub,81.6
13533,Hossein Dadgar,Iran,798067529,Stub,81.6
13534,Afshin Habibzadeh,Iran,798074611,Stub,81.6
13535,Naser al-Din Shah Qajar,Iran,798108767,C,81.6
13536,Mohammad-Javad Azari Jahromi,Iran,798165401,Start,81.6
13537,Nasser Moghadam,Iran,798227908,Stub,81.6
13538,Hossein Nejabat,Iran,798239222,Stub,81.6
13539,Abbas Salehi,Iran,798259646,Stub,81.6
13540,Kamran Bagheri Lankarani,Iran,798303359,Stub,81.6
13541,Masoud Pezeshkian,Iran,798343576,Start,81.6
13542,Javad Shahrestani,Iran,798373981,Stub,81.6
13543,Ali Asghar Mounesan,Iran,798376847,Stub,81.6
13544,Hossein Ghorbanzadeh,Iran,798424099,Stub,81.6
13545,Yonathan Betkolia,Iran,798426814,Stub,81.6
13546,Hamzeh Shakib,Iran,798521474,Stub,81.6
13547,Mahmoud Khosravivafa,Iran,798524621,Stub,81.6
13548,Nader Shariatmadari,Iran,798526589,Stub,81.6
13549,Hassan Ziari,Iran,798526669,Stub,81.6
13550,Khalil Maleki,Iran,798528014,Start,81.6
13551,"Mostafa Hashemitaba presidential campaign, 2017",Iran,798533640,Stub,81.6
13552,Davoud Hermidas-Bavand,Iran,798570513,Start,81.6
13553,Asghar Parsa,Iran,798574254,Stub,81.6
13554,Dariush Forouhar,Iran,798574475,Start,81.6
13555,Isa Kalantari,Iran,798620275,Stub,81.6
13556,Mehrdad Bazrpash,Iran,798700885,Start,81.6
13557,Sheikh Fazlollah Noori,Iran,798765932,C,81.6
13558,Mahmoud Ahmadinejad and the 1979 hostage crisis,Iran,798870462,C,81.6
13559,Mahmoud Ahmadinejad's letter to George W. Bush,Iran,798870474,C,81.6
13560,Anoushiravan Mirza,Iran,798905328,B,81.6
13561,Ali Akbar Bahman,Iran,798907214,B,81.6
13562,Mohammad Bagher Zolghadr,Iran,799022786,Start,81.6
13563,Mohammad Khatami's reforms,Iran,799022935,C,81.6
13564,Mohammad Montazeri,Iran,799022967,GA,81.6
13565,Mohammad Reza Rahimi,Iran,799023061,GA,81.6
13566,Mohsen Kadivar,Iran,799024195,C,81.6
13567,Mojtaba Rahmandoust,Iran,799024641,Stub,81.6
13568,Mojtaba Vahedi,Iran,799024654,Stub,81.6
13569,Morteza Kazemian,Iran,799036953,Stub,81.6
13570,Morteza Moballegh,Iran,799036962,Stub,81.6
13571,Mostafa Moeen,Iran,799038498,Start,81.6
13572,Mostafa Tajzadeh,Iran,799038516,C,81.6
13573,Maryam Rajavi,Iran,799172338,C,81.6
13574,Neda Soltani,Iran,799175442,Start,81.6
13575,Parviz Davoodi,Iran,799189382,Start,81.6
13576,Zia'eddin Tabatabaee,Iran,799360630,Start,81.6
13577,A Letter for Tomorrow,Iran,799417766,B,81.6
13578,Morteza Motahhari,Iran,799442623,C,81.6
13579,Piruz Dilanchi,Iran,799531041,C,81.6
13580,Mostafa Salimi (Mayor),Iran,799552032,Stub,81.6
13581,Esmaeil Dousti,Iran,799552168,Stub,81.6
13582,"Iranian local elections, 2003",Iran,799553782,C,81.6
13583,Manouchehr Eghbal,Iran,799605929,Start,81.6
13584,Allah-Yar Saleh,Iran,799626048,Start,81.6
13585,Gholam Hossein Sadighi,Iran,799629437,Start,81.6
13586,Dialogue Among Civilizations,Iran,799817682,C,81.6
13587,Rasoul Momeni,Iran,799888924,Stub,81.6
13588,Reza Alijani,Iran,799928960,Stub,81.6
13589,Ramin Nourqolipour,Iran,799934021,Stub,81.6
13590,Sadegh Mahsouli,Iran,800046589,Start,81.6
13591,Saeid Aboutaleb,Iran,800047204,Stub,81.6
13592,Esmaeil Jabbarzadeh,Iran,800090512,Stub,81.6
13593,Shahla Habibi,Iran,800099315,Stub,81.6
13594,Mohammad Reza Aref,Iran,800111269,C,81.6
13595,Shivan Qaderi,Iran,800150296,Start,81.6
13596,Mohammad Hejazi,Iran,800150539,Start,81.6
13597,Sadeq Khalilian,Iran,800158870,Start,81.6
13598,Reza Taghipour,Iran,800159376,Stub,81.6
13599,Mostafa Mohammad-Najjar,Iran,800160447,C,81.6
13600,Mohammad-Sadegh Salehimanesh,Iran,800161624,Stub,81.6
13601,Abdollah Nouri,Iran,800161753,C,81.6
13602,Mohammad-Ali Rahmani,Iran,800161908,Stub,81.6
13603,Hamid Chitchian,Iran,800162929,Start,81.6
13604,Mohammad Reza Nematzadeh,Iran,800163065,Start,81.6
13605,Alireza Tahmasbi,Iran,800163767,Stub,81.6
13606,Parviz Fattah,Iran,800163771,Start,81.6
13607,Mohammad-Reza Eskandari,Iran,800163774,Stub,81.6
13608,Samad Khan Momtaz os-Saltaneh,Iran,800188676,Start,81.6
13609,Mohammad Marandi,Iran,800264546,C,81.6
13610,Mahmoud Hessabi,Iran,800371902,Start,81.6
13611,Hamidreza Taraghi,Iran,800399358,Stub,81.6
13612,Reza Farajidana,Iran,800403723,Start,81.6
13613,Masoud Dehnamaki,Iran,800403942,C,81.6
13614,Abdollah Ramezanzadeh,Iran,800445432,Start,81.6
13615,Sadeq Tabatabaei,Iran,800445949,C,81.6
13616,Hassan Habibi,Iran,800455710,C,81.6
13617,Mohammad-Ali Amani,Iran,800457795,Stub,81.6
13618,Taghi Khamoushi,Iran,800463785,Stub,81.6
13619,Zohreh Akhyani,Iran,800482341,Start,81.6
13620,Mirza Abolhassan Khan Ilchi,Iran,800563623,Start,81.6
13621,Hossein Rezazadeh,Iran,800658018,C,81.6
13622,Ghodratollah Alikhani,Iran,800686605,Stub,81.6
13623,Reza Sadr,Iran,800721452,Stub,81.6
13624,Gholam-Hossein Elham,Iran,800780630,Start,81.6
13625,Mohammad Bagher Nobakht,Iran,800780845,Start,81.6
13626,Gholamhossein Karbaschi,Iran,800792781,C,81.6
13627,Mohammad Nahavandian,Iran,800799349,C,81.6
13628,Abol-Ghasem Kashani,Iran,800895551,Start,81.6
13629,Hossein Makki,Iran,800895594,Stub,81.6
13630,Mojtaba Zonnour,Iran,800903404,Stub,81.6
13631,Hootan Dolati,Iran,800947426,Start,81.6
13632,Abdolmoghim Nasehi,Iran,800985148,Stub,81.6
13633,Mansour Haghighatpour,Iran,801054371,Stub,81.6
13634,Vali Dadashi,Iran,801055971,Stub,81.6
13635,Valiollah Shojapourian,Iran,801088550,Stub,81.6
13636,Mohammad Bagher Ghalibaf,Iran,801090356,C,81.6
13637,Mahmoud Sadeghi,Iran,801097051,Stub,81.6
13638,Ali Motahari,Iran,801106032,Start,81.6
13639,Rahmatollah Hafezi,Iran,801106070,Stub,81.6
13640,Ehsan Ghazizadeh Hashemi,Iran,801108758,Stub,81.6
13641,Majid Farahani,Iran,801108861,Stub,81.6
13642,Mahmoud Ahmadinejad and Israel,Iran,801162169,GA,81.6
13643,Abolfazl Bazargan,Iran,801242123,Stub,81.6
13644,Abolfazl Soroush,Iran,801242428,Stub,81.6
13645,Abolghasem Sarhaddizadeh,Iran,801242544,Stub,81.6
13646,Abolhassan Khamoushi,Iran,801242640,Stub,81.6
13647,Mohammad-Javad Bahonar,Iran,801269018,C,81.6
13648,Ali Akbar Parvaresh,Iran,801269160,Stub,81.6
13649,Jalaleddin Farsi,Iran,801269575,Stub,81.6
13650,Ali Meshkini,Iran,801270642,C,81.6
13651,Jafar Shafaghat,Iran,801317362,Stub,81.6
13652,Abbas Gharabaghi,Iran,801364093,Start,81.6
13653,Ali Akbar Nategh-Nouri,Iran,801370979,Start,81.6
13654,Akhund Khorasani,Iran,801374757,C,81.6
13655,Jafar Shojouni,Iran,801449514,Stub,81.6
13656,Seyyed Mehdi Tabatabaei,Iran,801449531,Stub,81.6
13657,Ahmad Donyamali,Iran,801459102,Stub,81.6
13658,Ahmad Khaleghi Damghani,Iran,801459824,Stub,81.6
13659,Ahmad Pournejati,Iran,801460613,Stub,81.6
13660,Ahmad Salek,Iran,801467345,Stub,81.6
13661,Hassan Khalilabadi,Iran,801485089,Stub,81.6
13662,Emad Afroogh,Iran,801511185,Stub,81.6
13663,Mohammad-Ali Hosseinzadeh,Iran,801518291,Start,81.6
13664,Controversies surrounding President Mohammad Khatami,Iran,801520135,C,81.6
13665,Adib Boroumand,Iran,801591367,C,81.6
13666,Mosa Kalantari,Iran,801633630,Stub,81.6
13667,Death and state funeral of Akbar Hashemi Rafsanjani,Iran,801731727,C,81.6
13668,Mohammad Beheshti,Iran,801738306,C,81.6
13669,Mahmoud Farshidi,Iran,801781059,Stub,81.6
13670,Laya Joneydi,Iran,801857251,Stub,81.6
13671,Ali Espahbodi,Iran,801898145,Stub,81.6
13672,Kamal Habibollahi,Iran,801906489,Start,81.6
13673,Ali Yousefpour,Iran,801926580,Stub,81.6
13674,Ali-Asghar Zarei,Iran,801927191,Stub,81.6
13675,Reza Rasouli,Iran,801928980,Stub,81.6
13676,Alireza Afshar,Iran,801929150,Stub,81.6
13677,Eshaq Jahangiri,Iran,802024631,C,81.6
13678,Shaykh Ali Khan Zanganeh,Iran,802089333,Start,81.6
13679,Amir-Hossein Ghazizadeh Hashemi,Iran,802379191,Stub,81.6
13680,Alireza Rahimi (politician),Iran,802423129,Stub,81.6
13681,Sharafkhan Bidlisi,Iran,802439941,C,81.6
13682,Ferzende,Iran,802439956,Start,81.6
13683,Safar Naeimi,Iran,802478550,Start,81.6
13684,Mohammad-Ali Rajai,Iran,802566893,C,81.6
13685,Abdolhossein Hazhir,Iran,802625336,Stub,81.6
13686,Mohammad-Hossein Baniasadi,Iran,802626486,Stub,81.6
13687,Alinaghi Khamoushi,Iran,802629137,Stub,81.6
13688,Mahmoud Kashani,Iran,802629213,Start,81.6
13689,Naeimeh Eshraghi,Iran,802632980,Start,81.6
13690,Ali-Asghar Ahmadi,Iran,802633199,Stub,81.6
13691,Morteza Tamadon,Iran,802633717,Stub,81.6
13692,Hossein Hashemi,Iran,802633731,Stub,81.6
13693,Faezeh Hashemi Rafsanjani,Iran,802636439,C,81.6
13694,Hossein Dehghan,Iran,802677365,GA,81.6
13695,Mir-Hossein Mousavi,Iran,802710115,GA,81.6
13696,Sadegh Najafi-Khazarlou,Iran,802769463,Stub,81.6
13697,Parviz Sorouri,Iran,802788214,Stub,81.6
13698,Mohammad Reza Mirtajodini,Iran,802800899,Stub,81.6
13699,Mohammad Naeimipour,Iran,802801512,Stub,81.6
13700,Lotfollah Forouzandeh,Iran,802815802,Stub,81.6
13701,Mohammad Javad Ameri,Iran,802817887,Stub,81.6
13702,Mehdi Bazargan,Iran,802827598,C,81.6
13703,Ahmad Moftizadeh,Iran,802843828,C,81.6
13704,Masoud Zaribafan,Iran,802860340,Stub,81.6
13705,Shahindokht Molaverdi,Iran,802941895,Stub,81.6
13706,Ruhollah Khatami,Iran,803016337,Stub,81.6
13707,Hamid Sajjadi,Iran,803024049,Start,81.6
13708,Abdolreza Mesri,Iran,803118658,Start,81.6
13709,Iraj Shahin-Baher,Iran,803164153,Stub,81.6
13710,Saleh Adibi,Iran,803188610,Stub,81.6
13711,Marzieh Afkham,Iran,803191273,Stub,81.6
13712,Hossein Fereydoun,Iran,803191344,Stub,81.6
13713,Behzad Nabavi,Iran,803239146,C,81.6
13714,Mohsen Armin,Iran,803239334,Stub,81.6
13715,Saeed Emami,Iran,803240511,C,81.6
13716,Hesamodin Ashna,Iran,803260461,Start,81.6
13717,Abolfazl Ghana'ati,Iran,803261339,Stub,81.6
13718,Mehrangiz Dowlatshahi,Iran,803278735,C,81.6
13719,Abdollah Riazi,Iran,803279076,Stub,81.6
13720,Mahmud Mahmud,Iran,803280154,Stub,81.6
13721,Mohammad Tadayyon,Iran,803280488,Stub,81.6
13722,Farrokhroo Parsa,Iran,803280841,C,81.6
13723,Mozzafar Baghai,Iran,803283238,Start,81.6
13724,Hamid-Reza Assefi,Iran,803302597,Start,81.6
13725,Bagher Larijani,Iran,803336732,Start,81.6
13726,Yahya Ale Eshaq,Iran,803345272,Stub,81.6
13727,Div Sultan Rumlu,Iran,803351111,Stub,81.6
13728,Maryam Namazie,Iran,803378653,C,81.6
13729,Saeed Amani,Iran,803444183,Stub,81.6
13730,The Green Scroll Campaign,Iran,803459602,Start,81.6
13731,Azam Farahi,Iran,803506701,Stub,81.6
13732,Azar Mansouri,Iran,803506826,Stub,81.6
13733,Soraya Serajeddini,Iran,803578090,C,81.6
13734,Khojaste Bagherzadeh,Iran,803617686,Start,81.6
13735,Bahare Arvin,Iran,803676377,Stub,81.6
13736,Bahram Parsaei,Iran,803748822,Stub,81.6
13737,Mohammad Khatami,Iran,803753795,B,81.6
13738,Majid Kavian,Iran,803756073,Start,81.6
13739,Abdul Rahman Haji Ahmadi,Iran,803756451,Start,81.6
13740,Presidency of Mahmoud Ahmadinejad,Iran,803928019,B,81.6
13741,Presidency of Mohammad Khatami,Iran,803928118,C,81.6
13742,Ahmad Alirezabeigi,Iran,803937693,Start,81.6
13743,Presidency of Akbar Hashemi Rafsanjani,Iran,803939357,C,81.6
13744,Ibrahim Alizade,Iran,804016574,Stub,81.6
13745,Mohsen Hashemi Rafsanjani,Iran,804104931,C,81.6
13746,Hassan Rasouli,Iran,804105438,Stub,81.6
13747,Parvin Ahmadinejad,Iran,804120072,Start,81.6
13748,Davoud Ahmadinejad,Iran,804120185,Stub,81.6
13749,Mehdi Chamran,Iran,804278460,Start,81.6
13750,Masoud Karbasian,Iran,804339409,Stub,81.6
13751,Abolhassan Banisadr,Iran,804349031,C,81.6
13752,Fazlollah Sadr,Iran,804355359,Stub,81.6
13753,Mohsen Pezeshkpour,Iran,804355501,Stub,81.6
13754,Yahya Adl,Iran,804355642,Stub,81.6
13755,Hassan Ali Mansur,Iran,804355798,C,81.6
13756,Javad Saeed,Iran,804355845,Stub,81.6
13757,Khamenei's fatwa against nuclear weapons,Iran,804510701,FA,81.6
13758,Behrouz Nemati,Iran,804514960,Stub,81.6
13759,Mehdi Karroubi,Iran,804689450,C,81.6
13760,Gholam-Ali Haddad-Adel,Iran,804730568,C,81.6
13761,Mohsen Rezaee,Iran,804734130,GA,81.6
13762,Javad Fakoori,Iran,804738662,Start,81.6
13763,Taghi Riahi,Iran,804738844,Stub,81.6
13764,Ahmad Madani,Iran,804738953,Start,81.6
13765,Assassination attempt on Ali Khamenei,Iran,804821113,Start,81.6
13766,Mohammad Saeedikia,Iran,804845654,C,81.6
13767,Mehdi Hashemi,Iran,804873595,C,81.6
13768,Sepanta Niknam,Iran,805019351,Stub,81.6
13769,Mayor of Isfahan,Iran,805031881,Stub,81.6
13770,Ali Haghshenas,Iran,805069639,C,81.6
13771,Saeed Hajjarian,Iran,805199926,C,81.6
13772,Davoud Danesh-Jafari,Iran,805331603,Start,81.6
13773,Mina Ahadi,Iran,805436562,Start,81.6
13774,Gholam Hosein Shiri Aliabad,Iran,805454756,Stub,81.6
13775,Gholamreza Hassani,Iran,805455759,C,81.6
13776,Ghorbanali Saadat,Iran,805511880,Stub,81.6
13777,Hassan Taqizadeh,Iran,805523928,C,81.6
13778,Mohammad Hasan Khan Qajar,Iran,805594554,Start,81.6
13779,Mohammad Mosaddegh,Iran,805597827,B,81.6
13780,Hassan Rouhani plagiarism allegations,Iran,805752246,C,81.6
13781,Mohammad Ali Qazi Tabatabaei,Iran,805778453,Stub,81.6
13782,Ali Khamenei,Iran,805802370,B,81.6
13783,Masoud Barzani,Iran,805805174,C,81.6
13784,Majid Movaghar,Iran,805935981,Stub,81.6
13786,Abbas Maleki,Iran,805948477,Stub,81.6
13787,Ali Asghar Mousapasandi,Iran,805970954,Stub,81.6
13788,Barzani family,Iran,805994428,Stub,81.6
13789,Mojtaba Khamenei,Iran,806026264,C,81.6
13790,Mohammad-Mehdi Abdekhodaei,Iran,806062546,Stub,81.6
13791,Asadollah Badamchian,Iran,806064602,Stub,81.6
13792,Masoud Nosrati,Iran,806100888,Stub,81.6
13793,Morteza-Qoli Bayat,Iran,806349416,Start,81.6
13794,Nahid Khodakarami,Iran,806397533,Stub,81.6
13795,Hassan Rouhani,Iran,806397563,GA,81.6
13796,Mohammad-Hossein Moghimi,Iran,806429221,Stub,81.6
13797,Morteza Saghaeiannejad,Iran,806429338,Stub,81.6
13798,Zahra Sadr-Azam Nouri,Iran,806438465,Stub,81.6
13799,Fathollah Khan Akbar,Iran,806500816,Stub,81.6
13800,Agha Mohammad Khan Qajar,Iran,806527070,FA,81.6
13801,Mohammad-Reza Khatami,Iran,806532097,Start,81.6
13802,Mohammad Reza Ameli Tehrani,Iran,806570875,Start,81.6
13803,To the Youth in Europe and North America,Iran,806583963,GA,81.6
13804,Seyed Zia Hashemi,Iran,806644374,Stub,81.6
13805,Sattar Mahmoudi,Iran,806644440,Stub,81.6
13806,Hossein Sheikholeslam,Iran,806818985,Stub,81.6
13807,Majid Sharif Vaghefi,Iran,806820910,Start,81.6
13808,Anvar Khamei,Iran,806821085,Start,81.6
13809,Foreign policy of the Mahmoud Ahmadinejad administration,Iran,806845558,B,81.6
13810,International Conference to Review the Global Vision of the Holocaust,Iran,806851568,B,81.6
13811,Asadollah Lajevardi,Iran,806934027,C,81.6
13812,Fereydoun Djam,Iran,807047231,Start,81.6
13813,Shapour Bakhtiar,Iran,807062439,GA,81.6
13814,Gholamreza Mesbahi-Moghadam,Iran,807165035,Stub,81.6
13815,Sadegh Zibakalam,Iran,807165341,C,81.6
13816,Bojnord,Iran,807173546,Start,81.6
13817,Tadj ol-Molouk,Iran,807204407,C,81.6
13818,Ebrahim Nabavi,Iran,807260958,Start,81.6
13819,Akbar Hashemi Rafsanjani,Iran,807261698,B,81.6
13820,Abdul Rahman Ghassemlou,Iran,807280294,C,81.6
13823,Habibollah Asgaroladi,Iran,807390609,Start,81.6
13824,Hadi Gharaseyyed Romiani,Iran,807411358,Stub,81.6
13825,Hadi Saei,Iran,807412503,Start,81.6
13826,Mohammad Reyshahri,Iran,807430032,Start,81.6
13827,Mohammad Hashemi,Iran,807461646,Stub,81.6
13828,Mahmoud Ahmadinejad,Iran,807481450,B,81.6
13829,Template:Philippines-mayor-stub,Philippines,443628777,Stub,107.0
13830,Cayetano Pacana,Philippines,492964343,Stub,107.0
13831,Template:Philippines-congressman-stub,Philippines,519257222,Stub,107.0
13832,Template:Philippines-activist-stub,Philippines,540379020,Stub,107.0
13833,Template:Philippines-diplomat-stub,Philippines,541019756,Stub,107.0
13834,Maximo Suniel,Philippines,559553872,Stub,107.0
13835,Template:Philippines-politician-stub,Philippines,567204972,Stub,107.0
13836,Tirso Neri,Philippines,630704768,Stub,107.0
13837,Adela Serra-Ty,Philippines,650462344,Stub,107.0
13838,Jose Solis,Philippines,683282915,Stub,107.0
13839,Batarah Shah Tengah,Philippines,704358444,C,107.0
13840,Eriberto Loreto,Philippines,710688917,Stub,107.0
13841,Floydelia Diasen,Philippines,711224007,Stub,107.0
13842,Crisologo Abines,Philippines,713595856,Stub,107.0
